Job_Listing,Working_Title,Job Control,Salary_Range,Work_Type/Schedule,Department,Location,Publish_Date,Filing_Deadline,URLs
"MEDICAL CONSULTANT I (PSYCHIATRIST), DEPARTMENT OF SOCIAL SERVICES",DDSD Medical Consultant I - Psychiatrist,307482,$11154.00 - $16508.00,Permanent Fulltime,Department of Social Services,Sacramento County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=307482
"MEDICAL CONSULTANT I (PSYCHIATRIST), DEPARTMENT OF SOCIAL SERVICES",DDSD Medical Consultant I - Psychiatrist,307524,$11154.00 - $16508.00,Permanent Part-time,Department of Social Services,Sacramento County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=307524
"MEDICAL CONSULTANT I (PSYCHIATRIST), DEPARTMENT OF SOCIAL SERVICES",DDSD Medical Consultant I - Psychiatrist,307703,$11154.00 - $16508.00,Permanent Fulltime,Department of Social Services,San Joaquin County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=307703
"MEDICAL CONSULTANT I (PSYCHIATRIST), DEPARTMENT OF SOCIAL SERVICES",DDSD Medical Consultant I - Psychiatrist,307756,$11154.00 - $16508.00,Permanent Part-time,Department of Social Services,San Joaquin County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=307756
"MEDICAL CONSULTANT I (PSYCHIATRIST), DEPARTMENT OF SOCIAL SERVICES",DDSD Medical Consultant I - Psychiatrist,307794,$11154.00 - $16508.00,Permanent Fulltime,Department of Social Services,Fresno County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=307794
"MEDICAL CONSULTANT I (PSYCHIATRIST), DEPARTMENT OF SOCIAL SERVICES",DDSD Medical Consultant I - Psychiatrist,307846,$11154.00 - $16508.00,Permanent Fulltime,Department of Social Services,Los Angeles County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=307846
"MEDICAL CONSULTANT I (PSYCHIATRIST), DEPARTMENT OF SOCIAL SERVICES",DDSD Medical Consultant I - Psychiatrist,307901,$11154.00 - $16508.00,Permanent Part-time,Department of Social Services,Los Angeles County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=307901
"MEDICAL CONSULTANT I (PSYCHIATRIST), DEPARTMENT OF SOCIAL SERVICES",DDSD Medical Consultant I - Psychiatrist,307190,$11154.00 - $16508.00,Permanent Part-time,Department of Social Services,Placer County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=307190
"MEDICAL CONSULTANT I (PSYCHIATRIST), DEPARTMENT OF SOCIAL SERVICES",DDSD Medical Consultant I - Psychiatrist,307249,$11154.00 - $16508.00,Permanent Part-time,Department of Social Services,Los Angeles County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=307249
"MEDICAL CONSULTANT I (PSYCHIATRIST), DEPARTMENT OF SOCIAL SERVICES",Medical Consultant I (Psychiatrist),306597,$11154.00 - $16508.00,Permanent Part-time,Department of Social Services,Fresno County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=306597
"MEDICAL CONSULTANT I (PSYCHIATRIST), DEPARTMENT OF SOCIAL SERVICES",DDSD Medical Consultant I - Psychiatrist,306694,$11154.00 - $16508.00,Permanent Fulltime,Department of Social Services,San Diego County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=306694
"MEDICAL CONSULTANT I (PSYCHIATRIST), DEPARTMENT OF SOCIAL SERVICES",DDSD Medical Consultant I - Psychiatrist,306772,$11154.00 - $16508.00,Permanent Part-time,Department of Social Services,San Diego County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=306772
"MEDICAL CONSULTANT I (PSYCHIATRIST), DEPARTMENT OF SOCIAL SERVICES",DDSD Medical Consultant I - Psychiatrist,306852,$11154.00 - $16508.00,Permanent Fulltime,Department of Social Services,Placer County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=306852
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT 1,306911,$11154.00 - $16508.00,Permanent Part-time,Department of Social Services,Los Angeles County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=306911
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT 1,306918,$11154.00 - $16508.00,Permanent Part-time,Department of Social Services,Fresno County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=306918
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT 1,306925,$11154.00 - $16508.00,Permanent Fulltime,Department of Social Services,Fresno County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=306925
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT 1,306930,$11154.00 - $16508.00,Permanent Fulltime,Department of Social Services,San Joaquin County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=306930
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT 1,306846,$11154.00 - $16508.00,Permanent Fulltime,Department of Social Services,Los Angeles County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=306846
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT,308330,$11154.00 - $16508.00,Permanent Fulltime,Department of Social Services,Los Angeles County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=308330
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT,314858,$11154.00 - $16508.00,Permanent Part-time,Department of Social Services,Los Angeles County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=314858
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT 1,306940,$11154.00 - $16508.00,Permanent Part-time,Department of Social Services,San Joaquin County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=306940
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT 1,306945,$11154.00 - $16508.00,Permanent Part-time,Department of Social Services,Sacramento County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=306945
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT 1,306962,$11154.00 - $16508.00,Permanent Fulltime,Department of Social Services,Sacramento County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=306962
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT 1,306967,$11154.00 - $16508.00,Permanent Part-time,Department of Social Services,Alameda County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=306967
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT,306991,$11154.00 - $16508.00,Permanent Fulltime,Department of Social Services,Alameda County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=306991
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT,307001,$11154.00 - $16508.00,Permanent Fulltime,Department of Social Services,Los Angeles County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=307001
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT,307008,$11154.00 - $16508.00,Permanent Part-time,Department of Social Services,Placer County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=307008
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT,307012,$11154.00 - $16508.00,Permanent Fulltime,Department of Social Services,Placer County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=307012
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT 1,307015,$11154.00 - $16508.00,Permanent Part-time,Department of Social Services,San Diego County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=307015
"MEDICAL CONSULTANT I, DEPARTMENT OF SOCIAL SERVICES",MEDICAL CONSULTANT 1,307021,$11154.00 - $16508.00,Permanent Fulltime,Department of Social Services,San Diego County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=307021
"PHYSICIAN AND SURGEON, CORRECTIONAL FACILITY (INTERNAL MED/FAMILY PRACTICE)",PHYSICIAN & SURGEON,372132,$5999.00 - $13231.50,Permanent Part-time,California Correctional Health Care Services,Solano County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=372132
PLUMBER I,PLUMBER I,372164,$5107.00 - $5884.00,Limited Term Fulltime,Department of State Hospitals,San Bernardino County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=372164
RECEIVER'S MEDICAL EXECUTIVE (SAFETY),Receiver's Medical Executive (Safety) - California Correctional Institution,372254,$29741.00 - $36863.00,Limited Term Fulltime,California Correctional Health Care Services,Kings County,5/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=372254
FOOD SERVICE SUPERVISOR II,FOOD SERVICE SUPERVISOR II,365108,$3955.00 - $4952.00,Permanent Fulltime,Department of Veterans Affairs,Shasta County,5/11/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=365108
SUPERVISING REGISTERED NURSE,Supervising Registered Nurse (House Supervisor),371972,$9651.00 - $12086.00,Permanent Fulltime,Department of Veterans Affairs,San Bernardino County,5/11/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371972
CLINICAL SOCIAL WORKER (HEALTH FACILITY),Clinical Social Worker - Medical Services,371486,$6568.00 - $8987.00,Limited Term Fulltime,California Correctional Health Care Services,Sacramento County,5/10/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371486
DIETETICS ASSISTANT DIRECTOR,Dietetics Assistant Director,262786,$6413.00 - $8028.00,Permanent Fulltime,Department of Veterans Affairs,Shasta County,5/10/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=262786
"NURSE PRACTITIONER, CORRECTIONAL FACILITY",NURSE PRACTITIONER,371576,$11368.00 - $12851.00,Limited Term Fulltime,California Correctional Health Care Services,Riverside County,5/10/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371576
OFFICE TECHNICIAN (TYPING),Office Technician (Typing),368240,$3369.00 - $4217.00,Permanent Fulltime,Department of Food & Agriculture,Sacramento County,5/10/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368240
"PHYSICIAN AND SURGEON, CORRECTIONAL FACILITY (INTERNAL MED/FAMILY PRACTICE)","Physician and Surgeon, CF (IM/FP)",371479,$11998.00 - $26463.00,Limited Term Part-time,California Correctional Health Care Services,Riverside County,5/10/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371479
"PHYSICIAN ASSISTANT, CORRECTIONAL FACILITY",PHYSICIAN ASSISTANT,371581,$11262.00 - $12979.00,Limited Term Fulltime,California Correctional Health Care Services,Riverside County,5/10/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371581
"ASSISTANT CHIEF, CENTRAL PROGRAM SERVICES/EDUCATIONAL",Assistant Chief Central Program Services (Educational),371134,$6910.00 - $8590.00,Permanent Fulltime,Department of Developmental Services - Porterville Developmental Center,Tulare County,5/9/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371134
LAUNDRY WORKER,Laundry Worker (General Services Dept),371385,$2881.00 - $3607.00,Permanent Fulltime,Department of State Hospitals,Napa County,5/9/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371385
"SENIOR VOCATIONAL REHABILITATION COUNSELOR, QUALIFIED REHABILITIATION PROFESSIONAL","Senior Vocational Rehabilitation Counselor, Qualifed Rehabilitation Professional- Student Services Rehabilitation Counselor",368667,$4636.00 - $6665.00,Permanent Fulltime,Department of Rehabilitation,Los Angeles County,5/9/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368667
INFORMATION TECHNOLOGY SPECIALIST I,Oracle Database System Administrator,370867,$6141.00 - $9931.00,Permanent Fulltime,Office of Legislative Counsel,Sacramento County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370867
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371048,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Kings County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371048
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371054,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Kern County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371054
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371058,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Imperial County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371058
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371060,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Kern County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371060
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371065,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Madera County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371065
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371067,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Imperial County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371067
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371159,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Kern County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371159
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371163,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Del Norte County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371163
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371165,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Fresno County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371165
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371166,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,San Diego County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371166
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371167,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Sacramento County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371167
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371169,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Kings County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371169
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371170,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Tuolumne County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371170
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371171,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Solano County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371171
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371173,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Marin County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371173
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371174,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Monterey County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371174
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371175,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Madera County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371175
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371177,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Kern County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371177
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371070,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,San Joaquin County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371070
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371071,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,San Bernardino County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371071
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371074,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,San Bernardino County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371074
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371075,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,San Luis Obispo County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371075
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371077,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Solano County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371077
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371100,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Kings County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371100
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371101,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Riverside County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371101
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371117,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Monterey County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371117
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371118,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Riverside County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371118
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371120,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Sacramento County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371120
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371121,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Riverside County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371121
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371123,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Kern County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371123
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371124,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Los Angeles County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371124
"PSYCHOLOGIST - CLINICAL, CORRECTIONAL FACILITY",Additional Dual Appointment - Psychologist,371125,$51.01 - $67.22,Limited Term Intermittent,California Correctional Health Care Services,Amador County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371125
REGISTERED NURSE                                       (MAND),Registered Nurse,371127,$3065.00 - $4231.00,Permanent Part-time,Department of Education-School for the Deaf-Fremont,Alameda County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371127
SUPPORT SERVICES ASSISTANT (INTERPRETER),Sign Language Interpreter,371034,$3718.00 - $5314.00,Permanent Fulltime,Department of Education-School for the Deaf-Fremont,Alameda County,5/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=371034
LICENSED VOCATIONAL NURSE                              (MAND),LVN Memory Care Unit,370902,$4650.00 - $5821.00,Permanent Fulltime,Department of Veterans Affairs,Fresno County,5/5/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370902
OCCUPATIONAL THERAPY ASSISTANT,Occupational Therapy Assistant,370852,$3068.00 - $3841.00,Permanent Fulltime,Department of Veterans Affairs,Fresno County,5/5/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370852
OFFICE ASSISTANT (GENERAL),Office Assistant / Receptionist,370704,$2786.00 - $3834.00,Permanent Fulltime,Department of Rehabilitation,San Diego County,5/5/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370704
"STAFF PSYCHIATRIST, CORRECTIONAL AND REHAB SERVICES (SAFETY)",Telepsychiatrist,370716,$23218.00 - $28633.00,Permanent Fulltime,California Correctional Health Care Services,Los Angeles County,5/5/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370716
"STAFF PSYCHIATRIST, CORRECTIONAL AND REHAB SERVICES (SAFETY)",Telepsychiatrist,370783,$23218.00 - $28633.00,Permanent Fulltime,California Correctional Health Care Services,Sacramento County,5/5/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370783
"STAFF PSYCHIATRIST, CORRECTIONAL AND REHAB SERVICES (SAFETY)",Telepsychiatrist,370784,$23218.00 - $28633.00,Permanent Fulltime,California Correctional Health Care Services,San Bernardino County,5/5/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370784
"STAFF PSYCHIATRIST, CORRECTIONAL AND REHAB SERVICES (SAFETY)",Telepsychiatrist,370787,$23218.00 - $28633.00,Permanent Fulltime,California Correctional Health Care Services,Orange County,5/5/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370787
CATHOLIC CHAPLAIN,"Catholic Chaplain, Enhancement Services - Metropolitan State Hospital, CPS-23-05",370393,$5282.00 - $6934.00,Permanent Fulltime,Department of State Hospitals,Los Angeles County,5/4/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370393
COASTAL PROGRAM ANALYST III,Principal Shoreline Development Analyst,370411,$6706.00 - $8399.00,Permanent Fulltime,San Francisco Bay Conservation & Development Commission,San Francisco County,5/4/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370411
HEARING REPORTER,Court Reporter,370373,$6284.00 - $7864.00,Permanent Fulltime,Department of Industrial Relations,Alameda County,5/4/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370373
